"m200_mean","m200_stdev","m200_median","m200_errlo","m200_errup","c200_mean","c200_stdev","c200_median","c200_errlo","c200_errup","mdstar_mean","mdstar_stdev","mdstar_median","mdstar_errlo","mdstar_errup","mdbul_mean","mdbul_stdev","mdbul_median","mdbul_errlo","mdbul_errup","mdgas_mean","mdgas_stdev","mdgas_median","mdgas_errlo","mdgas_errup","rdstar_mean","rdstar_stdev","rdstar_median","rdstar_errlo","rdstar_errup","rdbul_mean","rdbul_stdev","rdbul_median","rdbul_errlo","rdbul_errup","rdgas_mean","rdgas_stdev","rdgas_median","rdgas_errlo","rdgas_errup"
7.164081777149607921e-01,6.789156574685192846e-02,7.113712100993887510e-01,6.579902892724103225e-01,7.786969718168439414e-01,1.003905880957344543e+01,1.459511681599749977e+00,9.858447319672613673e+00,8.593161441782964260e+00,1.166035664221645618e+01,4.447735666487616157e+01,6.077199706639834886e+00,4.513554393917763718e+01,3.732156322903861678e+01,5.051845800187604141e+01,8.809777563105654963e+00,3.968281279742956746e-01,8.788767538179275363e+00,8.414964057917513784e+00,9.215280385268027175e+00,3.660523601310556074e+01,7.150312599302226957e+00,3.686055107236493456e+01,3.034384573824653231e+01,4.342335811307099647e+01,2.747664675101366694e+00,1.266128093646417541e-01,2.743455769253512422e+00,2.611857376397724639e+00,2.876003181226645111e+00,2.151515368313550725e-01,1.012162403031370214e-02,2.137412839259991704e-01,2.044294057737921777e-01,2.259034920271223434e-01,7.195933863403047859e+00,1.957775792565146444e+00,6.790451306203482140e+00,5.478424646985850188e+00,8.745054469708826161e+00
