"m200_mean","m200_stdev","m200_median","m200_errlo","m200_errup","c200_mean","c200_stdev","c200_median","c200_errlo","c200_errup","mdstar_mean","mdstar_stdev","mdstar_median","mdstar_errlo","mdstar_errup","mdbul_mean","mdbul_stdev","mdbul_median","mdbul_errlo","mdbul_errup","mdgas_mean","mdgas_stdev","mdgas_median","mdgas_errlo","mdgas_errup","rdstar_mean","rdstar_stdev","rdstar_median","rdstar_errlo","rdstar_errup","rdbul_mean","rdbul_stdev","rdbul_median","rdbul_errlo","rdbul_errup","rdgas_mean","rdgas_stdev","rdgas_median","rdgas_errlo","rdgas_errup"
1.115944683016042438e+00,1.485231511990247888e-01,1.112160111409054464e+00,9.605991254428012383e-01,1.268517023427719881e+00,5.655069973017677221e+00,5.083859727443730270e-01,5.534431477258031862e+00,5.168844927184835569e+00,6.161317750482180777e+00,5.549478695895362534e+01,2.131301139694657287e+00,5.561423711772206246e+01,5.356077692355773223e+01,5.750332037158084830e+01,8.002263252415499295e+00,2.649733480344887981e-01,8.001179159399274710e+00,7.737523196670974990e+00,8.266601081023255304e+00,2.984292599578119365e+01,1.663186919907346706e+01,3.129289835910894979e+01,9.543806854611183610e+00,4.900214111062950906e+01,2.641429718167101814e+00,6.227739675594821250e-02,2.641315816093460001e+00,2.578563049871281265e+00,2.703735648755352550e+00,2.023203753381010439e-01,2.227387232075978170e-03,2.016727229512500497e-01,2.004199482777232200e-01,2.043054778766703050e-01,2.048293113283384059e+01,3.983867914076146821e+00,2.145579235312905553e+01,1.726023400010888409e+01,2.397674205133288439e+01
