m200 c200 mdstar mdbul mdgas rdstar rdbul rdgas
6.372652135774123927e-01 9.706108643768068589e+00 4.676808837631489268e+01 8.901647780160612200e+00 4.253795355073990692e+01 2.782305771791744320e+00 2.107797640953572305e-01 7.570849425148263201e+00
6.425268307634715015e-01 9.561041580050607891e+00 5.391298060068649534e+01 9.176138647339069365e+00 4.436254690984414850e+01 2.980066851827646079e+00 2.227650672864124048e-01 1.010165606092539115e+01
8.784715602594325157e-01 9.811017785128200330e+00 4.806724198406132587e+01 8.403244987813319966e+00 2.009573091517638943e+01 2.809305290760240936e+00 2.106333217498176091e-01 6.407371484341515711e+00
6.775889356704570821e-01 9.804994561414162035e+00 5.286183956192241595e+01 8.688543233253266607e+00 4.517531575578125569e+01 2.910988150075411340e+00 2.034371662256976299e-01 1.041348885925405021e+01
6.878103464271253520e-01 1.207505799736764551e+01 3.512481305683202493e+01 8.595247909394879926e+00 3.031602007625004092e+01 2.623415028382191316e+00 2.136730171917782251e-01 5.248112825739116971e+00
7.265271809893554256e-01 1.048947039791300284e+01 3.853198832411875685e+01 8.507513702267630151e+00 3.418282298798073526e+01 2.591001235094564148e+00 2.135731890304200520e-01 5.765691918713613084e+00
6.824402609440086698e-01 1.022784790623454754e+01 4.283761004961185392e+01 8.981947495253443492e+00 3.998867887950269306e+01 2.688151866495389619e+00 2.302989129627373011e-01 7.123832500918721777e+00
6.543218196155136113e-01 1.095818096624426907e+01 4.119193369463925336e+01 9.953516985432699471e+00 3.615022475944794422e+01 2.713817557969416150e+00 2.411940472291927429e-01 6.885785730310543862e+00
7.508163638538352114e-01 8.025889592556168850e+00 5.010862618242455113e+01 8.450143206730583501e+00 4.561546757764480020e+01 2.755859835869806318e+00 2.091056941115749801e-01 7.898333947949270240e+00
8.156657932355665386e-01 9.684081067658034669e+00 5.115418282439031827e+01 8.775230997553617129e+00 2.506331708815409343e+01 2.826403522758120346e+00 2.053656211578321622e-01 8.186086015986720810e+00
6.502475365811627439e-01 1.264871309634744634e+01 4.694766246188259373e+01 8.907064886569290962e+00 2.895284226639714120e+01 2.878605049898919521e+00 2.128976683940686232e-01 9.720559643578916109e+00
8.650477538989385096e-01 8.527148293824263092e+00 4.311101914033088178e+01 8.680066494474568017e+00 3.497860124650010505e+01 2.663544337889233837e+00 2.030524283786216133e-01 5.915130959297611568e+00
8.499045052166429581e-01 8.264353613243635266e+00 4.321977910804189804e+01 8.774507432179618149e+00 3.712317061496491988e+01 2.730679506210871299e+00 2.222104216314065850e-01 5.929252846026717094e+00
6.625112176342000669e-01 9.996283082179088453e+00 5.085115936111765933e+01 8.494929454122345902e+00 4.117036360237582215e+01 2.826609597501218651e+00 2.011320325338799841e-01 9.247758353258788588e+00
7.211454072235867763e-01 1.201256564224714296e+01 3.215385685285946238e+01 8.269597506322599045e+00 3.022791121791863134e+01 2.500392790844780500e+00 2.022965137928725843e-01 4.811187874527321995e+00
7.195735825878175618e-01 1.190480077571551121e+01 4.028494856183223760e+01 9.035521371864714268e+00 2.416170672784982898e+01 2.725959259763000464e+00 2.232065427264901258e-01 5.877788570228398513e+00
7.260883357339018573e-01 8.986346521466785475e+00 4.391795408069279461e+01 9.453925067490173362e+00 4.123249498374571687e+01 2.754311326271172256e+00 2.133580481239308324e-01 6.703397371072073341e+00
6.586159996266384153e-01 1.027420514754411229e+01 4.257008972666534419e+01 9.275683842429556236e+00 3.664313039301691077e+01 2.805015727889477617e+00 2.240987200079877228e-01 6.450432972904158291e+00
7.014843055391797311e-01 1.010218030651950372e+01 3.953081492557838317e+01 9.715661261669570337e+00 3.800047508482967373e+01 2.704769117178408955e+00 2.309649331142765993e-01 6.197863771532459154e+00
6.628911514356469192e-01 9.207591679290656472e+00 5.433942537026904773e+01 9.076220232546953426e+00 5.054944529048185586e+01 2.928030356454454974e+00 2.134386947217795649e-01 1.078782731263100558e+01
8.416364770415528662e-01 9.933241310498377885e+00 5.333539306292701099e+01 8.990937595460810172e+00 1.607795017216065858e+01 3.015871386472434690e+00 2.125926733370230581e-01 7.981140633517867400e+00
6.846911555104040481e-01 1.020483330587811999e+01 5.665664676759490703e+01 9.502283404039987502e+00 5.252123115065086978e+01 3.089650185051871389e+00 2.324587140650235528e-01 1.576874142462889772e+01
7.800590351486594853e-01 8.806445449579653584e+00 4.676140400155912147e+01 9.153283533933715077e+00 3.737190979042627959e+01 2.764127451535162372e+00 2.206121965619116110e-01 7.093585447456522530e+00
7.206045268568279649e-01 1.109803264181293869e+01 4.451308044305591238e+01 8.780246865164826886e+00 2.675723347574367494e+01 2.747678975546678615e+00 2.101796305869016168e-01 6.820611007396503389e+00
