"m200_mean","m200_stdev","m200_median","m200_errlo","m200_errup","c200_mean","c200_stdev","c200_median","c200_errlo","c200_errup","mdstar_mean","mdstar_stdev","mdstar_median","mdstar_errlo","mdstar_errup","mdbul_mean","mdbul_stdev","mdbul_median","mdbul_errlo","mdbul_errup","mdgas_mean","mdgas_stdev","mdgas_median","mdgas_errlo","mdgas_errup","rdstar_mean","rdstar_stdev","rdstar_median","rdstar_errlo","rdstar_errup","rdbul_mean","rdbul_stdev","rdbul_median","rdbul_errlo","rdbul_errup","rdgas_mean","rdgas_stdev","rdgas_median","rdgas_errlo","rdgas_errup"
7.103023058844767368e-01,7.576317627628786910e-02,7.084303102183812095e-01,6.330666582861353975e-01,7.861536456110208571e-01,9.551931814796841280e+00,1.424688381449165986e+00,9.398091359280698498e+00,8.232555100458775144e+00,1.085665541217110430e+01,4.815511917832277788e+01,4.072794189811025589e+00,4.824138760885075783e+01,4.394474312726276111e+01,5.226594463755630926e+01,8.263145735203446307e+00,2.795132133156159049e-01,8.251963784269090496e+00,7.990961498009441222e+00,8.530489088136853582e+00,3.935173976359212134e+01,8.120283932512137426e+00,4.034654294605010705e+01,3.139478437820242362e+01,4.713750636449082521e+01,2.793672750968466012e+00,9.610340099072019193e-02,2.790534946161558949e+00,2.694991145720283754e+00,2.890797480939086395e+00,2.034228432267378706e-01,3.242856776858121792e-03,2.024517665917575371e-01,2.006296020210205922e-01,2.062434136089077996e-01,7.841051396937071871e+00,1.532107195291558144e+00,7.608198111727462631e+00,6.432254757722378535e+00,9.159290574164993259e+00
